ocular_trait	systemic_trait	pair	region_id	chr	start	end	rho	var	SE_rho	Z_rho	P_rho	q_atlas	q_pair	bonferroni_p_atlas	h2_ocular	h2_systemic	local_corr	m	direction	input_status	numerical_status
AMD	STROKE	AMD-STROKE	5:58834852-60880207	5	58834852	60880207	-4.4308410502861226e-05	6.812304299429863e-09	8.253668456771124e-05	-0.536832933560732	0.5913830205416115	0.9999817917056351	0.9999454980392926	1.0	1.019447311387222e-06	-2.4140373806665027e-05	nan	583	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:60883078-62531300	5	60883078	62531300	6.121733853394495e-06	8.454752675436351e-09	9.194972906668269e-05	0.06657696456022143	0.9469184846663746	0.9999817917056351	0.9999454980392926	1.0	-0.0003039887548092	-2.247963303611737e-05	nan	657	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:55933701-57337744	5	55933701	57337744	-0.0001099685926945	8.211820508015843e-09	9.061909571396e-05	-1.2135256021712781	0.2249289320308083	0.9999817917056351	0.9999454980392926	1.0	7.341503630788865e-05	3.4779607123233266e-05	-2.176275246984736	582	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:62531952-63837838	5	62531952	63837838	-1.8972752168169435e-06	4.813164860053757e-09	6.937697644070227e-05	-0.027347332128816227	0.9781827053897528	0.9999817917056351	0.9999454980392926	1.0	1.4341287991278984e-05	2.6475800328517707e-06	-0.3079014305333467	372	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:57338357-58834736	5	57338357	58834736	-3.47301714066648e-05	1.276249930100879e-08	0.00011297123218328102	-0.30742491460409715	0.7585199666697451	0.9999817917056351	0.9999454980392926	1.0	0.0003041600358892	-1.74712384882777e-05	nan	804	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:63840208-65083148	5	63840208	65083148	-1.471546291038152e-05	5.846896860186856e-09	7.646500415344824e-05	-0.19244702950451506	0.8473920565933009	0.9999817917056351	0.9999454980392926	1.0	0.000571824991567	-1.0160858545040676e-05	nan	458	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:65083209-65909616	5	65083209	65909616	8.91495463088912e-06	5.9707051392650035e-09	7.727033802996467e-05	0.11537356841161986	0.9081490283925996	0.9999817917056351	0.9999454980392926	1.0	-3.45774671387993e-05	1.0947364335726468e-05	nan	333	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:65910316-67096208	5	65910316	67096208	3.163754691068331e-05	8.219144233156991e-09	9.065949610028169e-05	0.3489711312280833	0.7271109827054837	0.9999817917056351	0.9999454980392926	1.0	0.0003106990545574	3.5865478813638366e-05	0.2997053666541971	519	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:67096780-70682458	5	67096780	70682458	2.454692860116236e-05	1.1750942799760958e-08	0.00010840176566717426	0.2264439924025661	0.8208561153934794	0.9999817917056351	0.9999454980392926	1.0	0.0001595967217884	3.2078838408751706e-05	0.3430645626024532	690	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:70683839-72420748	5	70683839	72420748	0.0001419032158854	7.213148479287597e-09	8.49302565596478e-05	1.6708205253770692	0.0947571330813918	0.9999817917056351	0.9999454980392926	1.0	0.0004999783597224	3.0017198203590727e-05	1.158328008148536	628	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:72420784-73507955	5	72420784	73507955	-8.782966367234207e-05	9.818537482055789e-09	9.9088533554876e-05	-0.886375653381744	0.3754151342609092	0.9999817917056351	0.9999454980392926	1.0	0.000798871034073	-2.8262869534825363e-05	nan	557	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:75242395-75740199	5	75242395	75740199	-2.675540882145875e-05	3.933527766680537e-09	6.271784249063848e-05	-0.42659963670549367	0.6696709623875061	0.9999817917056351	0.9999454980392926	1.0	8.09461477170675e-05	-1.1651747726975128e-05	nan	233	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:73508509-75240469	5	73508509	75240469	0.0001547710908864	1.0535125925637762e-08	0.00010264076152113137	1.5078911008911036	0.1315824006331739	0.9999817917056351	0.9999454980392926	1.0	0.0006976865663093	-2.1208762801277324e-05	nan	728	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:75743532-77203135	5	75743532	77203135	-6.218988982799201e-05	1.3556876207620332e-08	0.0001164339993628164	-0.5341213921047581	0.5932575502560846	0.9999817917056351	0.9999454980392926	1.0	0.0006756739157007	0.0001025091441105	-0.2363033655096003	737	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:77203718-79068089	5	77203718	79068089	3.486979790535366e-05	1.03743881823928e-08	0.00010185474059852492	0.34234830603317695	0.732088786372881	0.9999817917056351	0.9999454980392926	1.0	-0.0001407070023629	-2.3817262943457917e-05	nan	682	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:79068300-80480761	5	79068300	80480761	-9.255184269666404e-05	1.2763337492363136e-08	0.00011297494187811355	-0.8192245214564164	0.4126583268747833	0.9999817917056351	0.9999454980392926	1.0	-9.9191926832815e-05	5.502097354035555e-05	nan	702	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:80481996-81712715	5	80481996	81712715	-3.330688467162156e-05	6.698100395683091e-09	8.184192321593555e-05	-0.40696605557207055	0.6840329192883559	0.9999817917056351	0.9999454980392926	1.0	-2.3333094315942475e-05	-4.056332332897744e-05	nan	432	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:81714078-82658571	5	81714078	82658571	7.884908092716775e-05	6.322458312175515e-09	7.951388754284068e-05	0.9916391131635371	0.3213736021816566	0.9999817917056351	0.9999454980392926	1.0	-0.0001357313850358	6.29637425122921e-06	nan	362	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:82660901-84397685	5	82660901	84397685	-3.86447244194561e-05	1.1686927207540553e-08	0.0001081060923701368	-0.357470366120932	0.7207397070386629	0.9999817917056351	0.9999454980392926	1.0	-0.0005463480035029	-1.762272544045647e-05	nan	585	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:84399219-85315500	5	84399219	85315500	1.9227146905277647e-05	3.767900189623367e-09	6.138322400805751e-05	0.3132312975733204	0.7541049419391284	0.9999817917056351	0.9999454980392926	1.0	0.0004028451657473	-6.985245479942734e-07	nan	310	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:85316429-86490293	5	85316429	86490293	-1.18145371804771e-05	5.223161993682059e-09	7.227144660017579e-05	-0.1634744803966379	0.8701448645439261	0.9999817917056351	0.9999454980392926	1.0	-0.0001398969753145	-8.930236241124766e-06	nan	328	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:86492986-88065637	5	86492986	88065637	7.940434110006982e-05	4.137418600527808e-09	6.432276891216522e-05	1.2344670859629654	0.2170289041648896	0.9999817917056351	0.9999454980392926	1.0	0.0007201427553342	-1.854712648659452e-06	nan	303	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:88069593-90500398	5	88069593	90500398	0.0001760877996377	1.0712612029977049e-08	0.00010350174892231072	1.7013026491936187	0.0888861707818017	0.9999817917056351	0.9999454980392926	1.0	0.0001753700503896	6.83598736040237e-05	1.6082402520641124	713	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:90504842-93602613	5	90504842	93602613	0.0001282692668015	1.1678733535511052e-08	0.00010806818928579793	1.1869289903828975	0.2352556310680837	0.9999817917056351	0.9999454980392926	1.0	0.0003509562086249	5.246215485485219e-05	0.945307459346944	720	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:93607443-95822590	5	93607443	95822590	7.467467204011233e-05	1.2253786049152197e-08	0.00011069682041121234	0.6745873256586206	0.4999379876486231	0.9999817917056351	0.9999454980392926	1.0	-1.218437743867044e-05	5.099995574478881e-05	nan	792	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:95822732-96867936	5	95822732	96867936	8.79890668418217e-06	6.768735685713953e-09	8.227232636624513e-05	0.10694855819455963	0.9148297902016616	0.9999817917056351	0.9999454980392926	1.0	0.0001173232459524	3.601408520600443e-05	0.1353631596110727	465	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:97436504-99258325	5	97436504	99258325	3.08713304799037e-05	7.3219088342909775e-09	8.556815315461108e-05	0.36078060986221144	0.7182634590268386	0.9999817917056351	0.9999454980392926	1.0	-8.78567761099467e-05	-9.8652117518008e-06	nan	556	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:99259751-101101103	5	99259751	101101103	-5.054897278351795e-05	5.566383965599382e-09	7.460820307177611e-05	-0.6775256701315777	0.4980724886513438	0.9999817917056351	0.9999454980392926	1.0	-6.645170131817696e-06	-4.389218637340707e-06	nan	482	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:101101325-102681586	5	101101325	102681586	1.8218987324040678e-05	4.450721045060186e-09	6.671372456294271e-05	0.273092042805248	0.7847824632540749	0.9999817917056351	0.9999454980392926	1.0	-0.0001223455866208	-9.638145236604142e-06	nan	444	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:102686157-104542488	5	102686157	104542488	4.0595334112752886e-05	1.2095075536617985e-08	0.00010997761379761786	0.3691236126240829	0.7120355894856214	0.9999817917056351	0.9999454980392926	1.0	-0.0003780507104791	1.7969292417478829e-06	nan	701	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:104543131-105885913	5	104543131	105885913	1.2526667202256468e-05	4.482672609698689e-09	6.695276401836364e-05	0.18709708831170413	0.8515845110407356	0.9999817917056351	0.9999454980392926	1.0	-2.915862636786562e-05	1.094679776445061e-05	nan	312	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:105887333-106800282	5	105887333	106800282	8.119631945299224e-06	5.881011875572414e-09	7.668775570827728e-05	0.10587911812397495	0.9156782622483396	0.9999817917056351	0.9999454980392926	1.0	-0.0002198161154593	2.4873902206555386e-05	nan	342	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:108633347-109231597	5	108633347	109231597	1.480629083986212e-05	2.860372076583401e-09	5.348244643416568e-05	0.27684393342193037	0.7818999450592425	0.9999817917056351	0.9999454980392926	1.0	-0.0001338704222665	4.3505035092921175e-05	nan	246	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:106800765-108633176	5	106800765	108633176	-0.0001769082266278	1.331260685630338e-08	0.00011538027065449005	-1.5332623647378796	0.1252112236168434	0.9999817917056351	0.9999454980392926	1.0	1.5349194342654015e-05	7.433325791768196e-05	-5.237374781777469	758	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:109232816-110819753	5	109232816	110819753	-2.637078709576615e-05	7.249590561591518e-09	8.514452749056464e-05	-0.30971793341255494	0.7567754640320076	0.9999817917056351	0.9999454980392926	1.0	-0.0001888112389163	1.5417835177913435e-05	nan	510	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:111963025-112396750	5	111963025	112396750	-5.214284942647868e-06	1.8401311988281083e-09	4.28967504460199e-05	-0.1215543109543783	0.9032519996493744	0.9999817917056351	0.9999454980392926	1.0	-8.767344803962482e-05	-8.358828302495717e-06	nan	155	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:110821786-111962676	5	110821786	111962676	0.0001207956655375	8.985208233967892e-09	9.479033829440579e-05	1.2743457583443287	0.2025409064371891	0.9999817917056351	0.9999454980392926	1.0	0.0007520735324457	-8.315537143150189e-06	nan	470	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:112397011-113603768	5	112397011	113603768	-3.8418393599202734e-05	8.011608956147573e-09	8.950759161181566e-05	-0.4292193869523267	0.6677635756095033	0.9999817917056351	0.9999454980392926	1.0	8.562032594352178e-05	-4.167582545655988e-06	nan	561	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:113604579-114448326	5	113604579	114448326	1.2278113704690444e-05	4.932857951630907e-09	7.023430751157804e-05	0.17481646989495	0.8612238465185413	0.9999817917056351	0.9999454980392926	1.0	-0.0001330672121244	4.32075971137867e-05	nan	332	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:114448597-115828291	5	114448597	115828291	9.8206460365781e-05	1.0616050672408617e-08	0.00010303422088029111	0.9531441061691613	0.3405170614784187	0.9999817917056351	0.9999454980392926	1.0	0.0001223090894917	-5.416309952961634e-06	nan	680	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:115829425-117003674	5	115829425	117003674	-6.5854832540286e-05	9.286350542572591e-09	9.636571248412265e-05	-0.683384482329608	0.4943639229056261	0.9999817917056351	0.9999454980392926	1.0	2.267350610466748e-05	3.298193480230202e-05	-2.408187202846697	542	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:117004531-117712427	5	117004531	117712427	2.2770495045417583e-05	4.364298485126812e-09	6.606283739839526e-05	0.3446793377659359	0.7303354533726888	0.9999817917056351	0.9999454980392926	1.0	-0.0001429139142218	2.0108192359765128e-05	nan	262	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:117714517-119668423	5	117714517	119668423	0.0001276850008088	1.0940057482691945e-08	0.00010459472970801131	1.2207594126897974	0.2221771252822098	0.9999817917056351	0.9999454980392926	1.0	0.0002353421364445	5.032853759543637e-05	1.1732292505512334	688	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:119669457-120962383	5	119669457	120962383	-1.1845010642711589e-05	8.318166431625238e-09	9.120398254256904e-05	-0.12987383130098495	0.8966662485050387	0.9999817917056351	0.9999454980392926	1.0	0.0001481794035262	1.709173540401415e-05	-0.2353685618296593	496	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:120963248-121481183	5	120963248	121481183	7.78837399594604e-06	4.475242653269485e-09	6.689725445240249e-05	0.11642292437408595	0.9073173679079392	0.9999817917056351	0.9999454980392926	1.0	0.0012400660340967	1.4793924956981849e-05	0.0575019650420544	148	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:122604501-123236124	5	122604501	123236124	3.5022783072885064e-05	3.7462984480034955e-09	6.12070130622586e-05	0.5722021271853367	0.5671850465542089	0.9999817917056351	0.9999454980392926	1.0	-4.037419390577851e-05	9.400006621297484e-06	nan	257	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:121485609-122603725	5	121485609	122603725	1.3721653921020288e-05	6.989604120408411e-09	8.360385230602959e-05	0.16412705327013585	0.8696311251603821	0.9999817917056351	0.9999454980392926	1.0	-0.0002183548289131	9.833252863239676e-05	nan	451	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:123238611-123797013	5	123238611	123797013	-2.1909896386203514e-05	4.004821776316382e-09	6.328366121137731e-05	-0.34621726946266645	0.7291794372062299	0.9999817917056351	0.9999454980392926	1.0	-0.0001611865843918	-2.4153712541860243e-05	nan	229	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:123798436-124746813	5	123798436	124746813	0.0001428220490661	9.700974241748904e-09	9.849352385689582e-05	1.4500653796650673	0.1470402882357454	0.9999817917056351	0.9999454980392926	1.0	0.0001497530396764	5.555532029046364e-05	1.5658299963217066	466	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:124748624-126938920	5	124748624	126938920	-3.0719613347865514e-05	1.4031369980710896e-08	0.0001184540838498652	-0.25933773112289765	0.795374669727114	0.9999817917056351	0.9999454980392926	1.0	0.0001977933737075	-1.4867970819119476e-05	nan	873	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:126940058-128727903	5	126940058	128727903	0.000164367064679	9.135196147379898e-09	9.5578220047142e-05	1.7197125516454408	0.0854847051256848	0.9999817917056351	0.9999454980392926	1.0	-1.408388865919536e-05	0.0001381577819353	nan	665	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:128730275-130376511	5	128730275	130376511	-2.837771489145435e-05	7.846787578986528e-09	8.858209513771125e-05	-0.3203549752050667	0.7486992529643448	0.9999817917056351	0.9999454980392926	1.0	0.0001914210040038	2.545875752977615e-05	-0.4065032515200976	412	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:130376936-131873073	5	130376936	131873073	-3.257522299182158e-05	3.988308662001167e-09	6.315305742401683e-05	-0.5158138706271624	0.6059844139247372	0.9999817917056351	0.9999454980392926	1.0	0.0003941401276024	1.7446326337416903e-05	-0.3928349098183336	450	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:131874022-132603137	5	131874022	132603137	9.647357777527036e-05	5.0083207425429285e-09	7.076949019558448e-05	1.3632086017385163	0.172816777100746	0.9999817917056351	0.9999454980392926	1.0	0.0001187986972238	5.430619945201794e-05	1.2010963319214876	223	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:132609517-134321546	5	132609517	134321546	-5.592519515959027e-06	1.2974670693750624e-08	0.00011390641199577231	-0.04909749519778216	0.9608415995445588	0.9999817917056351	0.9999454980392926	1.0	6.254235920119353e-05	2.336517375199187e-05	-0.146297151790272	718	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:134329463-135339464	5	134329463	135339464	-3.135900602964548e-05	7.852688333019325e-09	8.86153955755958e-05	-0.35387762844091597	0.7234305934983382	0.9999817917056351	0.9999454980392926	1.0	3.274896885129022e-05	-1.2551184925892032e-05	nan	500	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:140644957-141640050	5	140644957	141640050	1.1875923487039905e-05	8.944366410164872e-09	9.457466050779602e-05	0.12557193886052537	0.9000707766383336	0.9999817917056351	0.9999454980392926	1.0	0.0003463189252031	6.47698165537907e-05	0.0792944780799294	475	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:141640419-142230251	5	141640419	142230251	1.9190848949161672e-05	6.068560412070722e-09	7.790096541167332e-05	0.2463493083525504	0.8054118432141314	0.9999817917056351	0.9999454980392926	1.0	0.000196882204014	5.818241210231728e-05	0.1793061125193008	276	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:135340951-137948424	5	135340951	137948424	-4.262834115298216e-06	1.0869410194610031e-08	0.00010425646356274526	-0.04088796003264287	0.9673852159237326	0.9999817917056351	0.9999454980392926	1.0	0.0004931703570715	5.073535192432445e-06	-0.0852206047693854	905	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:137950183-140644484	5	137950183	140644484	-4.278602306595758e-05	1.0043588974501476e-08	0.00010021770788888298	-0.42693076869605573	0.6694297539529401	0.9999817917056351	0.9999454980392926	1.0	-1.4784803004431816e-06	3.460405857377468e-05	nan	764	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:144584265-145803004	5	144584265	145803004	-3.513832744897212e-05	4.845254808564839e-09	6.96078645597237e-05	-0.5048039854580421	0.61369651629896	0.9999817917056351	0.9999454980392926	1.0	-2.721467548640456e-05	0.0001309334248993	nan	431	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:142230949-144583138	5	142230949	144583138	-3.416210707172496e-05	1.29319967467576e-08	0.00011371893750276425	-0.30040825056859644	0.7638657711145342	0.9999817917056351	0.9999454980392926	1.0	5.331732920503634e-05	5.3386939464046006e-05	-0.6403139212182057	960	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:145803849-147651230	5	145803849	147651230	1.5333839210409536e-05	1.1926375245538408e-08	0.00010920794497443127	0.14040955732661786	0.8883364070044344	0.9999817917056351	0.9999454980392926	1.0	0.0003192211367287	1.1303415756734577e-05	0.2552702678832577	761	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:150395351-150917796	5	150395351	150917796	4.173904802601997e-05	5.959214139536173e-09	7.71959463931635e-05	0.5406896343162961	0.5887215243614525	0.9999817917056351	0.9999454980392926	1.0	-0.0001469623975714	-2.3454031251947745e-05	nan	368	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:150918158-152360494	5	150918158	152360494	-9.992646015973258e-05	7.96542419116409e-09	8.924922515721965e-05	-1.1196339238094686	0.2628697931497181	0.9999817917056351	0.9999454980392926	1.0	-7.392735424214737e-05	2.5845931915198755e-05	nan	593	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:152361546-152864614	5	152361546	152864614	-2.809498497449376e-05	2.355591147576695e-09	4.85344325976589e-05	-0.5788670737617513	0.5626788687104777	0.9999817917056351	0.9999454980392926	1.0	-2.6399063653327837e-05	8.95520619190457e-06	nan	177	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:147665223-150393107	5	147665223	150393107	5.533959198866112e-05	1.8850678309033642e-08	0.00013729777241103965	0.40306256261016693	0.6869022006589149	0.9999817917056351	0.9999454980392926	1.0	2.8189972656380576e-05	0.0001687860296718	0.8022696753212784	1253	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:154449856-155290211	5	154449856	155290211	-3.318801707278385e-05	5.225800366734078e-09	7.228969751447352e-05	-0.4590974677427457	0.6461641750363472	0.9999817917056351	0.9999454980392926	1.0	0.0001860088041868	-1.1471697797390195e-05	nan	358	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:152867348-153494463	5	152867348	153494463	1.7742130570859647e-05	3.528771573262393e-09	5.9403464320377754e-05	0.29867164775394067	0.765190591963314	0.9999817917056351	0.9999454980392926	1.0	4.660609118017245e-05	1.1424303668828152e-05	0.7688994699837846	316	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:155290613-156628287	5	155290613	156628287	1.4030695266773014e-05	7.842718987612844e-09	8.85591270711994e-05	0.1584330800312956	0.874115548852947	0.9999817917056351	0.9999454980392926	1.0	6.996657631296178e-05	8.55389524120049e-05	0.1813643472553155	483	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:153495193-154448863	5	153495193	154448863	2.579263178233681e-05	6.9817742623283e-09	8.355701204763309e-05	0.3086830315046843	0.7575626527895221	0.9999817917056351	0.9999454980392926	1.0	9.65512168250938e-05	1.5283572737776977e-05	0.6714355600684364	413	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:156629754-157197141	5	156629754	157197141	-9.378464198919612e-05	7.142300319160099e-09	8.451213119523196e-05	-1.1097181039316555	0.2671205191080882	0.9999817917056351	0.9999454980392926	1.0	0.0003883438028513	5.005089523231503e-05	-0.6726940872407007	306	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:157199547-158491655	5	157199547	158491655	-1.1299828463705364e-05	1.2030910342145284e-08	0.0001096855065272768	-0.10302025145770104	0.9179468981306544	0.9999817917056351	0.9999454980392926	1.0	0.0005469226954919	0.0001589764924514	-0.0383214931595245	551	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:158492279-159135376	5	158492279	159135376	5.638255447270847e-06	5.031477436546437e-09	7.093290799443117e-05	0.07948716056746888	0.936645143682186	0.9999817917056351	0.9999454980392926	1.0	0.0001176532665817	1.5606459527907425e-05	0.1315802048280956	279	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:159136348-160908680	5	159136348	160908680	7.254942966897032e-06	1.3076057603045771e-08	0.0001143505907420061	0.06344473535134931	0.9494123653215876	0.9999817917056351	0.9999454980392926	1.0	-9.239271014429238e-05	-2.2439581711912275e-05	nan	773	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:160910101-161688620	5	160910101	161688620	1.7537608935625964e-05	3.247386089911863e-09	5.698584113542471e-05	0.3077537961394392	0.7582696815746557	0.9999817917056351	0.9999454980392926	1.0	-3.935170519960511e-05	2.512995930130627e-05	nan	224	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:161688913-162741298	5	161688913	162741298	9.180804408189804e-05	5.506152273521397e-09	7.420345189761321e-05	1.2372476176522873	0.215995168309143	0.9999817917056351	0.9999454980392926	1.0	0.000241542079075	3.077557328408414e-05	1.0648324051142033	358	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:162742614-163769136	5	162742614	163769136	-6.1879723769683455e-06	7.244944698517925e-09	8.511724090052452e-05	-0.07269940039762512	0.9420453257017324	0.9999817917056351	0.9999454980392926	1.0	0.0004291841227716	-4.735276067099156e-06	nan	430	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:163769738-164944949	5	163769738	164944949	3.089412512575062e-05	6.226216448303696e-09	7.8906377741623e-05	0.39152887269661113	0.695406351224487	0.9999817917056351	0.9999454980392926	1.0	-4.260930546715003e-05	-9.195990307909586e-06	nan	398	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:164947504-165638940	5	164947504	165638940	-8.133773763358816e-05	6.327098249920868e-09	7.95430590933041e-05	-1.022562352526308	0.306514817441416	0.9999817917056351	0.9999454980392926	1.0	0.0001724739395644	6.736028585588809e-06	-2.3863183789289737	255	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:166433367-167760730	5	166433367	167760730	-5.988764107886716e-05	1.0463535257484636e-08	0.00010229142318632896	-0.5854610212019322	0.5582377685290548	0.9999817917056351	0.9999454980392926	1.0	0.000207270633372	1.8568225621975088e-05	-0.9653462578822228	549	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:165642395-166432731	5	165642395	166432731	2.279637885803863e-05	7.4090871188401394e-09	8.60760542708606e-05	0.26483996102219	0.7911327512528541	0.9999817917056351	0.9999454980392926	1.0	0.0005717472565093	-2.0012297395166657e-05	nan	346	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:167761922-169124478	5	167761922	169124478	-0.0003158950372038	1.5217853423970646e-08	0.00012336066400587607	-2.560743651548057	0.0104448394219181	0.9999817917056351	0.9999454980392926	1.0	0.0011013701119518	9.670766229227545e-05	-0.9679339370295046	718	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:170891834-171772889	5	170891834	171772889	-0.0001129283557295	8.339765757197267e-09	9.13223179578643e-05	-1.2365909917179787	0.2162389659341373	0.9999817917056351	0.9999454980392926	1.0	0.0006344485028961	6.33276098837884e-05	-0.5633888760197435	429	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:169125063-170889081	5	169125063	170889081	-4.20641334509295e-05	1.613932358887863e-08	0.00012704063754908753	-0.3311077011454405	0.7405631347623878	0.9999817917056351	0.9999454980392926	1.0	0.0005625366118641	2.943710425139824e-05	-0.3268804950947875	950	NEGATIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:171775715-172376903	5	171775715	172376903	5.233613881161558e-05	7.316197221443544e-09	8.553477200205507e-05	0.6118697412364429	0.5406239428487623	0.9999817917056351	0.9999454980392926	1.0	3.59392556002145e-05	2.175331239574683e-05	1.8717784443724907	328	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:172377031-173611384	5	172377031	173611384	0.0001054532148451	1.370196175368938e-08	0.00011705537900365528	0.9008831182530025	0.3676504679903246	0.9999817917056351	0.9999454980392926	1.0	7.107215383920076e-05	8.543510309410717e-05	1.353293238042539	635	POSITIVE	PASS	PASS
AMD	STROKE	AMD-STROKE	5:173613085-174468408	5	173613085	174468408	7.850184527418153e-05	1.2264063018003488e-08	0.00011074323012267381	0.7088636044589138	0.4784091226462625	0.9999817917056351	0.9999454980392926	1.0	0.0001801659682583	8.091807671103152e-05	0.6501606928343245	480	POSITIVE	PASS	PASS
